49,226,1380.73,924.54,228.72,310.33,1,3,-1,-1
50,226,1375.29,918.99,241.29,318.09,1,3,-1,-1
51,226,1380.86,921.21,244.45,313.14,1,3,-1,-1
52,226,1376.63,922.78,243.13,309.07,1,3,-1,-1
53,226,1375.72,921.73,251.32,310.56,1,3,-1,-1
54,226,1376.21,924.59,245.63,305.42,1,3,-1,-1
55,226,1373.66,924.55,243.71,305.25,1,3,-1,-1
56,226,1375.78,925.43,243.10,303.65,1,3,-1,-1
57,226,1378.87,925.22,241.49,304.93,1,3,-1,-1
58,226,1377.29,923.88,240.02,307.76,1,3,-1,-1
59,226,1380.78,923.95,234.06,307.59,1,3,-1,-1
60,226,1378.99,919.41,237.91,316.06,1,3,-1,-1
61,226,1379.12,926.16,234.98,301.69,1,3,-1,-1
62,226,1379.36,924.53,234.25,305.09,1,3,-1,-1
63,227,133.55,818.00,264.59,299.16,1,2,-1,-1
63,226,1379.57,926.39,231.97,301.40,1,3,-1,-1
64,227,134.11,817.59,263.99,294.09,1,2,-1,-1
64,226,1379.71,925.24,231.89,303.92,1,3,-1,-1
65,227,133.95,816.06,264.12,295.03,1,2,-1,-1
65,226,1381.24,927.90,234.25,300.46,1,3,-1,-1
66,227,132.43,814.27,260.84,299.39,1,2,-1,-1
66,226,1381.05,925.83,235.07,303.12,1,3,-1,-1
67,227,132.37,812.60,262.33,298.49,1,2,-1,-1
67,226,1382.16,927.63,233.07,302.29,1,3,-1,-1
68,227,132.81,813.69,263.61,298.17,1,2,-1,-1
68,226,1382.50,925.74,234.69,306.58,1,3,-1,-1
69,227,132.34,814.09,262.02,295.06,1,2,-1,-1
69,226,1382.75,921.51,236.89,313.23,1,3,-1,-1
70,227,132.42,814.85,261.81,299.87,1,2,-1,-1
70,226,1383.41,921.69,237.12,314.96,1,3,-1,-1
71,227,132.22,815.13,261.19,297.31,1,2,-1,-1
71,226,1384.80,922.32,235.22,313.84,1,3,-1,-1
72,227,131.88,816.05,260.60,295.17,1,2,-1,-1
72,226,1385.89,921.06,234.03,315.79,1,3,-1,-1
73,227,132.32,816.10,259.09,298.51,1,2,-1,-1
73,226,1386.04,921.42,235.55,315.30,1,3,-1,-1
74,227,131.62,817.22,260.47,299.04,1,2,-1,-1
74,226,1388.88,916.80,235.85,322.08,1,3,-1,-1
75,227,133.85,818.85,263.79,294.77,1,2,-1,-1
75,226,1390.39,917.35,240.57,320.17,1,3,-1,-1
76,227,136.66,820.49,270.10,292.55,1,2,-1,-1
76,226,1392.53,916.02,245.29,323.71,1,3,-1,-1
77,227,137.19,823.43,269.51,290.15,1,2,-1,-1
77,226,1391.59,913.63,249.97,328.88,1,3,-1,-1
78,227,139.05,823.74,272.40,291.34,1,2,-1,-1
78,226,1394.73,914.63,257.90,326.04,1,3,-1,-1
79,227,139.12,823.55,275.40,289.27,1,2,-1,-1
79,226,1395.96,913.84,259.02,327.55,1,3,-1,-1
80,227,142.15,825.21,278.26,293.44,1,2,-1,-1
80,226,1400.19,913.13,261.53,329.78,1,3,-1,-1
81,227,141.64,825.36,278.91,292.93,1,2,-1,-1
81,226,1406.63,913.49,258.36,328.99,1,3,-1,-1
82,227,144.96,825.72,276.61,292.75,1,2,-1,-1
82,226,1410.23,912.76,251.31,329.82,1,3,-1,-1
83,227,149.83,825.74,277.80,296.82,1,2,-1,-1
83,226,1416.14,912.39,246.32,331.16,1,3,-1,-1
84,227,149.80,826.79,281.49,298.07,1,2,-1,-1
84,226,1419.88,910.63,243.67,335.17,1,3,-1,-1
85,227,149.31,827.50,281.98,293.46,1,2,-1,-1
85,226,1421.21,910.37,245.30,339.24,1,3,-1,-1
86,227,151.20,827.92,290.84,299.26,1,2,-1,-1
86,226,1422.64,908.41,248.61,339.88,1,3,-1,-1
87,227,151.50,831.41,289.90,301.52,1,2,-1,-1
87,226,1423.89,906.70,251.71,342.78,1,3,-1,-1
88,227,155.39,830.64,282.79,297.06,1,2,-1,-1
88,226,1424.61,905.61,251.29,344.76,1,3,-1,-1
89,227,154.87,837.52,285.03,292.53,1,2,-1,-1
89,226,1424.60,904.17,250.34,348.22,1,3,-1,-1
90,227,154.23,836.83,281.65,297.86,1,2,-1,-1
90,226,1424.52,903.84,254.54,349.19,1,3,-1,-1
91,227,148.97,838.76,290.17,301.78,1,2,-1,-1
91,226,1421.91,903.69,252.58,352.58,1,3,-1,-1
92,227,147.38,849.54,291.00,308.74,1,2,-1,-1
92,226,1420.80,903.57,252.42,352.85,1,3,-1,-1
93,227,148.75,848.79,289.79,301.35,1,2,-1,-1
93,226,1421.13,902.48,252.95,355.03,1,3,-1,-1
94,229,1863.30,795.41,113.28,140.77,1,3,-1,-1
94,226,1419.39,901.26,249.29,357.42,1,3,-1,-1
95,226,1414.43,900.30,256.58,359.40,1,3,-1,-1
96,226,1411.33,898.52,259.67,362.08,1,3,-1,-1
97,226,1409.89,897.71,260.85,363.47,1,3,-1,-1
98,231,1861.23,1012.76,117.54,131.17,1,2,-1,-1
98,226,1406.52,897.71,263.75,363.52,1,3,-1,-1
99,231,1861.63,1011.91,116.75,132.48,1,2,-1,-1
99,226,1407.34,897.23,261.93,365.55,1,3,-1,-1
100,231,1862.32,1012.47,115.38,131.34,1,2,-1,-1
100,226,1407.56,897.04,262.59,365.76,1,3,-1,-1
101,231,1861.82,1012.58,116.38,131.12,1,2,-1,-1
101,226,1406.01,895.14,258.00,368.68,1,3,-1,-1
102,231,1860.97,1012.04,118.06,132.28,1,2,-1,-1
102,226,1406.84,895.65,257.13,368.54,1,3,-1,-1
103,231,1860.63,1011.97,118.74,132.16,1,2,-1,-1
103,226,1404.23,895.16,254.83,368.56,1,3,-1,-1
104,231,1860.45,1012.09,119.09,131.84,1,2,-1,-1
104,226,1405.77,895.98,252.78,368.01,1,3,-1,-1
105,231,1859.74,1012.17,120.52,131.63,1,2,-1,-1
105,226,1403.11,896.13,252.04,367.41,1,3,-1,-1
106,231,1859.58,1012.47,120.83,130.86,1,2,-1,-1
106,226,1400.00,896.01,250.81,367.42,1,3,-1,-1
107,231,1857.87,1011.82,124.24,132.43,1,2,-1,-1
107,226,1400.61,896.01,246.21,366.82,1,3,-1,-1
108,231,1856.76,1013.26,126.47,129.97,1,2,-1,-1
108,226,1391.56,896.03,249.56,366.68,1,3,-1,-1
109,231,1855.94,1012.88,128.11,130.97,1,2,-1,-1
109,226,1385.61,895.77,251.07,367.49,1,3,-1,-1
110,231,1854.48,1012.39,131.05,131.85,1,2,-1,-1
110,226,1377.97,896.11,257.74,367.77,1,3,-1,-1
111,231,1854.78,1011.54,130.43,132.21,1,2,-1,-1
