1,297,1091.00,228.80,216.91,449.28,1,3,-1,-1
1,296,1401.92,533.94,125.64,82.04,1,3,-1,-1
1,295,1004.06,228.30,391.28,452.27,1,3,-1,-1
2,296,1409.65,538.72,129.83,80.42,1,3,-1,-1
2,295,1009.63,229.72,390.72,455.01,1,3,-1,-1
3,296,1414.36,538.91,129.00,79.86,1,3,-1,-1
3,295,1009.75,229.66,390.55,454.92,1,3,-1,-1
4,296,1415.59,540.61,130.92,78.88,1,3,-1,-1
4,295,1008.69,230.02,395.07,455.02,1,3,-1,-1
5,297,1096.58,232.60,214.66,456.46,1,3,-1,-1
5,296,1413.57,541.62,133.23,79.51,1,3,-1,-1
5,295,1011.09,231.52,391.71,459.54,1,3,-1,-1
6,296,1411.62,541.54,137.46,80.33,1,3,-1,-1
6,295,1009.54,231.78,389.34,458.54,1,3,-1,-1
7,296,1409.45,543.64,143.48,82.82,1,3,-1,-1
7,295,1010.23,233.09,386.38,460.73,1,3,-1,-1
8,296,1405.88,543.96,152.19,83.49,1,3,-1,-1
8,295,1010.63,235.27,385.90,467.19,1,3,-1,-1
9,296,1403.76,544.09,156.87,83.69,1,3,-1,-1
9,295,1010.85,235.48,385.68,467.26,1,3,-1,-1
10,296,1394.97,544.15,157.52,81.30,1,3,-1,-1
10,295,994.94,238.03,403.89,470.69,1,3,-1,-1
11,296,1387.30,543.99,158.19,79.16,1,3,-1,-1
11,295,974.27,240.77,446.17,473.38,1,3,-1,-1
12,296,1385.60,544.04,168.50,80.43,1,3,-1,-1
12,295,972.52,240.69,437.64,475.09,1,3,-1,-1
13,296,1376.68,543.13,167.81,81.78,1,3,-1,-1
13,295,974.70,245.78,372.15,485.24,1,3,-1,-1
14,296,1377.67,544.22,186.98,84.18,1,3,-1,-1
14,295,976.25,245.42,359.89,486.54,1,3,-1,-1
15,296,1372.08,543.88,198.56,84.76,1,3,-1,-1
15,295,973.84,245.59,365.12,487.34,1,3,-1,-1
16,296,1360.36,542.03,196.11,87.97,1,3,-1,-1
16,295,957.09,246.43,347.57,491.20,1,3,-1,-1
17,296,1343.22,543.09,183.04,83.89,1,3,-1,-1
18,296,1338.76,543.03,198.22,86.22,1,3,-1,-1
19,296,1320.91,544.62,178.04,88.20,1,3,-1,-1
20,296,1306.49,544.59,169.40,82.33,1,3,-1,-1
21,296,1299.08,544.42,177.22,81.46,1,3,-1,-1
22,296,1286.12,543.69,169.76,81.68,1,3,-1,-1
23,296,1277.81,544.33,173.85,88.53,1,3,-1,-1
24,296,1272.49,543.61,181.26,90.25,1,3,-1,-1
25,296,1264.68,544.63,188.75,91.82,1,3,-1,-1
26,296,1254.55,543.87,184.35,89.83,1,3,-1,-1
27,296,1240.78,543.98,177.40,88.14,1,3,-1,-1
27,295,854.97,252.56,320.90,484.99,1,3,-1,-1
28,296,1232.79,542.22,182.54,89.23,1,3,-1,-1
28,295,851.02,254.04,330.96,483.12,1,3,-1,-1
29,296,1218.56,542.89,173.50,90.56,1,3,-1,-1
29,295,841.89,253.22,321.91,486.17,1,3,-1,-1
30,296,1206.01,544.31,172.97,89.96,1,3,-1,-1
31,296,1194.16,545.00,168.95,88.97,1,3,-1,-1
32,296,1185.84,546.01,172.21,89.12,1,3,-1,-1
33,296,1175.12,546.41,171.85,87.70,1,3,-1,-1
34,297,837.11,253.17,223.09,491.96,1,3,-1,-1
34,296,1172.39,545.66,191.85,91.06,1,3,-1,-1
35,297,835.91,252.36,224.78,489.71,1,3,-1,-1
35,296,1159.24,545.13,184.81,89.20,1,3,-1,-1
36,297,825.32,252.10,215.60,486.80,1,3,-1,-1
36,296,1144.23,547.43,175.02,84.75,1,3,-1,-1
37,297,820.20,259.61,225.79,479.57,1,3,-1,-1
37,296,1134.65,546.21,164.77,86.27,1,3,-1,-1
38,297,813.91,252.63,200.68,490.40,1,3,-1,-1
38,296,1128.06,546.25,156.06,91.90,1,3,-1,-1
39,297,814.19,252.24,198.53,491.89,1,3,-1,-1
39,296,1126.60,546.84,154.03,92.08,1,3,-1,-1
40,297,815.29,251.74,198.32,490.77,1,3,-1,-1
40,296,1124.85,546.35,149.96,92.16,1,3,-1,-1
41,297,817.26,248.98,194.19,487.83,1,3,-1,-1
41,296,1126.18,546.55,148.46,92.89,1,3,-1,-1
42,297,818.43,247.56,202.09,485.93,1,3,-1,-1
42,296,1127.76,546.85,144.50,93.37,1,3,-1,-1
43,297,818.88,248.44,204.82,484.34,1,3,-1,-1
43,296,1131.24,547.24,146.54,93.83,1,3,-1,-1
44,297,823.74,246.29,208.58,482.68,1,3,-1,-1
44,296,1135.69,547.17,145.00,93.77,1,3,-1,-1
45,297,826.21,245.00,213.97,482.59,1,3,-1,-1
45,296,1142.04,547.17,145.49,93.60,1,3,-1,-1
46,297,826.86,245.80,219.93,484.66,1,3,-1,-1
46,296,1147.04,547.63,142.46,94.14,1,3,-1,-1
47,297,829.72,243.52,228.08,479.13,1,3,-1,-1
47,296,1152.83,545.96,138.65,95.22,1,3,-1,-1
48,297,841.77,242.12,221.76,474.34,1,3,-1,-1
48,296,1159.52,543.08,137.67,88.10,1,3,-1,-1
49,297,842.66,241.03,227.21,475.66,1,3,-1,-1
49,296,1166.82,541.88,137.92,90.78,1,3,-1,-1
50,297,855.43,235.46,214.53,463.72,1,3,-1,-1
50,296,1173.14,541.18,138.80,90.43,1,3,-1,-1
51,297,863.92,233.98,219.29,460.58,1,3,-1,-1
51,296,1180.65,539.72,138.66,92.10,1,3,-1,-1
52,297,865.62,232.70,224.70,458.50,1,3,-1,-1
52,296,1191.42,537.45,138.60,90.33,1,3,-1,-1
53,297,870.73,232.55,235.10,459.56,1,3,-1,-1
53,296,1200.65,535.28,134.78,92.34,1,3,-1,-1
54,297,882.91,228.02,225.42,450.17,1,3,-1,-1
54,296,1207.87,531.47,137.47,89.03,1,3,-1,-1
55,297,892.22,225.59,232.30,443.07,1,3,-1,-1
55,296,1216.35,529.43,135.84,87.78,1,3,-1,-1
56,297,907.69,225.05,223.84,441.47,1,3,-1,-1
56,296,1226.01,525.06,136.46,83.70,1,3,-1,-1
57,297,909.58,225.31,231.95,443.24,1,3,-1,-1
