1,36,758.92,686.48,100.00,62.97,1,3,-1,-1
1,35,269.27,574.73,248.90,284.88,1,2,-1,-1
2,36,758.94,686.47,100.13,63.00,1,3,-1,-1
2,35,269.25,574.26,249.12,285.35,1,2,-1,-1
3,36,749.22,687.37,102.16,59.86,1,3,-1,-1
3,35,269.70,573.04,245.95,277.41,1,2,-1,-1
4,36,735.02,688.06,98.57,59.01,1,3,-1,-1
4,35,267.70,569.47,251.05,274.54,1,2,-1,-1
5,36,712.22,706.11,97.68,65.45,1,3,-1,-1
6,36,685.97,701.12,96.95,64.52,1,3,-1,-1
7,36,670.26,705.03,106.72,64.96,1,3,-1,-1
8,36,670.33,705.03,107.05,65.00,1,3,-1,-1
9,36,662.40,712.46,108.38,63.13,1,3,-1,-1
10,36,637.80,716.86,110.10,67.87,1,3,-1,-1
11,36,598.52,731.20,111.84,68.90,1,3,-1,-1
12,36,580.09,738.20,109.64,69.53,1,3,-1,-1
13,36,558.14,743.20,119.99,68.28,1,3,-1,-1
14,36,557.97,743.28,120.03,68.31,1,3,-1,-1
15,36,529.68,749.93,114.17,71.47,1,3,-1,-1
16,36,514.12,759.95,114.73,67.36,1,3,-1,-1
17,36,456.12,774.76,123.44,78.37,1,3,-1,-1
18,36,439.95,782.77,117.24,69.03,1,3,-1,-1
19,36,411.55,792.70,119.66,73.12,1,3,-1,-1
20,36,411.34,792.77,119.70,73.16,1,3,-1,-1
21,36,380.96,801.00,114.38,73.27,1,3,-1,-1
22,36,355.17,814.02,121.49,75.35,1,3,-1,-1
23,36,309.16,835.67,128.93,76.89,1,3,-1,-1
24,36,282.71,846.53,123.33,77.57,1,3,-1,-1
25,36,257.86,865.28,133.04,83.01,1,3,-1,-1
26,36,257.64,865.44,133.02,82.97,1,3,-1,-1
27,36,235.23,877.92,122.33,85.15,1,3,-1,-1
28,36,205.91,893.54,120.49,82.69,1,3,-1,-1
29,36,162.83,925.10,124.75,83.81,1,3,-1,-1
30,36,138.53,939.53,127.71,85.61,1,3,-1,-1
31,36,112.59,957.33,124.66,84.96,1,3,-1,-1
32,36,112.23,957.51,124.68,84.84,1,3,-1,-1
33,36,88.36,975.23,121.56,84.21,1,3,-1,-1
34,36,74.27,995.81,127.69,85.18,1,3,-1,-1
35,37,1644.60,606.72,547.77,248.58,1,3,-1,-1
35,36,44.73,1030.39,89.18,85.50,1,3,-1,-1
36,37,1635.95,607.20,565.97,253.59,1,3,-1,-1
36,36,32.26,1044.00,64.59,72.10,1,3,-1,-1
37,37,1624.94,610.75,588.49,248.00,1,3,-1,-1
38,37,1624.85,610.31,588.73,248.01,1,3,-1,-1
39,37,1614.93,612.77,609.23,253.06,1,3,-1,-1
